,darija,eng
3633,tfawwa8,to yawn
3634,tfewwe8,to yawn
3635,tfawwe8,to yawn
3636,chkhr,to snore
3637,chkher,to snore
3638,chkhar,to snore
3639,7sana,haircut
3640,hsana,haircut
3641,7ssn,to shave
3642,7ssen,to shave
3643,mchT,to comb
3644,mcheT,to comb
3645,mchaT,to comb
3646,wchm,tattoo
3647,wchem,tattoo
3648,wcham,tattoo
3649,ouchm,tattoo
3650,khal,mole
3651,khala,mole
3652,safi t8nna,do not worry
3653,kon 8ani,do not worry
3654,jwabo 3la nabo,quick-witted
3655,hania,no worries
3656,smen o 3sel,sweet
3657,rdd lbal,watch out
3658,kon 3la bal,watch out
3659,bayna ll3wer,crystal clear
3660,Darb chch3a,impressive
3661,Tmmer,turning a blind eye
3662,myyek,turning a blind eye
3663,ma3ndk fin t8reb,inevitable
3664,mataymregch,unashamed
3665,kayDrr f rras,controversial
3666,sir waji,back and forth
3667,3llah,randomly
3668,charb bloulou,mature
3669,kayna lm3na,worthwhile
3670,labas 3lih,wealthy
3671,fiha inna,suspicious
3672,Tal3a lih l9rda,furious
3673,S77a w slam,safe and sound
3674,howa howa,unchanged
3675,hir 3llah,arbitrary
3676,fog chchb3a,superfluous
3677,3ndo fiddih,talented
3678,zaz louz,nice-looking
3679,aji,hey
3680,chchan TTan,quickly
3681,bi8 fi8,quickly
3682,blkheff,quickly
3683,Lah i3mmerha dar,courteous
3684,lah i3mmrha dar,he's a good man
3685,7bb o tben,the whole ball of wax
3686,kay9r9bo nnab,chew the rag
3687,9r9b nnab,chew the fat
3688,Tal9ha,he is lying
3689,rbeT sslogyya,stop lying
3690,mcha fiha,he's screwed
3691,Tal3a lia l9rda,I'm angry
3692,Allah i3Tina wj8ek,aren't you embarrassed
3693,lah imskhek,shame on you
3694,Lfya9 bekri bdheb meshri,The early bird gets the worm
3695,Li zreb t3eTel,Hurrying up too much can make you late
3696,Li fat mat,The past is dead
3697,gleb stta ts3oud,Change the subject
3698,Li darha b yeddih yfekha b sennih,Whoever caused the problem is responsible of fixing it
3699,Dar l3ssa frweyda,Throws a wrench into the works
3700,ferge3 remmana,spills the beans
3701,hadchi msllkni,that suits me
3702,3la 7sabk,it's on you
3703,9ahwa,coffee
3704,9hwa,coffee
3705,9ehwa,coffee
3706,korsi,chair
3707,krsi,chair
3708,tabla,table
3709,tbla,table
3710,kas,glass
3711,ma,water
3712,lma,water
3713,8wa,air
3714,8awa,air
3715,9r3a,bottle
3716,9ar3a,bottle
3717,dar,house
3718,bit,room
3719,mdrasa,school
3720,medrasa,school
3721,tomobil,car
3722,tamobil,car
3723,tomobila,car
3724,motor,motorcycle
3725,moteur,motorcycle
3726,chffar,thief
3727,cheffar,thief
3728,mol7anout,grocery seller
3729,moll7anout,grocery seller
3730,molpisri,grocery seller
3731,chjra,tree
3732,chejra,tree
3733,chajra,tree
3734,3imara,building
3735,partma,apartment
3736,prtma,apartment
3737,jrda,garden
3738,jerda,garden
3739,jarda,garden
3740,n3as,sleep
3741,naas,sleep
3742,wld,boy
3743,wald,boy
3744,weld,boy
3745,bnt,girl
3746,bent,girl
3747,pikala,bicycle
3748,picala,bicycle
3749,tobis,bus
3750,chari3,avenue
3751,chare3,avenue
3752,drb,alley
3753,derb,alley
3754,darb,alley
3755,7ouma,neighborhood
3756,7oma,neighborhood
3757,houma,neighborhood
3758,drouj,stairs
3759,droj,stairs
3760,nkhla,date palm
3761,nekhla,date palm
3762,nakhla,date palm
3763,lougha,language
3764,logha,language
3765,3am,year
3766,aam,year
3767,fakhour,proud
3768,fakhor,proud
3769,fa5our,proud
3770,lyom,today
3771,lioma,today
3772,liom,today
3773,lbar7,yesterday
3774,lbare7,yesterday
3775,lbareh,yesterday
3776,ghdda,tomorrow
3777,gheda,tomorrow
3778,ghada,tomorrow
3779,namousia,bed
3780,Se8d,heat
3781,Sa8d,heat
3782,Sahd,heat
3783,3aada,habit
3784,3ada,habit
3785,ntikhabat,elections
3786,intikhabat,elections
3787,inti5abat,elections
3788,brlaman,parliament
3789,barlaman,parliament
3790,barlamane,parliament
3791,malik,king
3792,wzir,minister
3793,wazir,minister
3794,brlamani,deputy
3795,gdd,equal
3796,ktichaf,discovery
3797,chi haja,something
3798,charika,company
3799,mo9awala,enterprise
3800,moqawala,enterprise
3801,chaark,contribute
3802,chark,contribute
3803,Sa7b,friend
3804,Sahb,friend
3805,3chir,best friend
3806,3cher,best friend
3807,aachir,best friend
3808,Sa7bi,my friend
3809,Sahbi,my friend
3810,3chiri,my best friend
3811,aachiri,my best friend
3812,sou9,market
3813,souk,market
3814,souq,market
3815,marchi,market
3816,frassi,I know
3817,frasi,I know
3818,frask,you know
3819,frasek,you know
3820,frassek,you know
3821,ta3,of
3822,nta3,of
3823,dyal,of
3824,dial,of
3825,diyal,of
3826,khlleS,pay
3827,khllaS,pay
3828,khallaS,pay
3829,khlaS,payment
3830,5laS,payment
3831,nhar,day
3832,n8ar,day
3833,7arb,war
3834,harb,war
3835,7erb,war
3836,7bs,prison
3837,7abs,prison
3838,7ebs,prison
3839,7bbas,prisoner
3840,habbas,prisoner
3841,hebbas,prisoner
3842,jarima,crime
3843,frdi,gun
3844,ferdi,gun
3845,fardi,gun
3846,mk7la,rifle
3847,mok7la,rifle
3848,9rtas,gun bullets
3849,9artas,gun bullets
3850,qartass,gun bullets
3851,mous,knife
3852,m3il9a,spoon
3853,3ach9a,spoon
3854,frchiTa,fork
3855,forchita,fork
3856,biro,desk
3857,lbiro,desk
3858,chrjm,window
3859,cherjem,window
3860,charjam,window
3861,jar,neighbor
3862,jiran,neighbors
3863,fya9,wake up
3864,fia9,wake up
3865,fiaq,wake up
3866,Sda3,noise
3867,tanffos,breathing
3868,3oman,swimming
3869,7araka,movement
3870,haraka,movement
3871,wo9ouf,stop
3872,woqof,stop
3873,wo9of,stop
3874,t7m7ima,shower
3875,t7am7ima,shower
3876,thamhima,shower
3877,7mmam,bathroom
3878,hammam,bathroom
3879,bitn3as,bedroom
3880,bit nn3as,bedroom
3881,bit n3as,bedroom
3882,kouzina,kitchen
3883,kozina,kitchen
3884,Twalit,toilet
3885,Twalet,toilet
3886,trikko,sweater
3887,triko,sweater
3888,nDadr,glasses
3889,nDader,glasses
3890,3amalia,operation
3891,3amaliat,operations
3892,Tibibt,Striolated bunting
3893,Sa7afa,journalism
3894,mSdar,reference
3895,maSdar,reference
3896,mnb3,source
3897,manba3,source
3898,manbaa,source
3899,3adawa,hate
3900,3onf,violence
3901,3ounf,violence
3902,mamlaka,kingdom
3903,memlaka,kingdom
3904,jomhoria,republic
3905,jom8oria,republic
3906,jomhorya,republic
3907,jm8or,public
3908,jom8our,public
3909,jomhor,public
3910,mowatin,citizen
3911,tsrkila,a walk
3912,mosta9ill,independent
3913,mosta9il,independent
3914,mostaqill,independent
3915,3skr,army
3916,3askar,army
3917,3esker,army
3918,3arabia,arabic
3919,l3arabia,arabic
3920,ni9ach,dialog
3921,niqach,dialog
3922,mzian,well
3923,mezian,well
3924,mziane,well
3925,Tri9,road
3926,Triq,road
3927,moSala7a,conciliation
3928,moSalaha,conciliation
3929,rafD,rejection
3930,khibra,expertise
3931,5ibra,expertise
3932,ljna,committee
3933,lajna,committee
3934,lejna,committee
3935,dawla,state
3936,doula,state
3937,7o9o9,rights
3938,7o9ou9,rights
3939,hoqouq,rights
3940,7e99,right
3941,7a9,right
3942,7e9,right
3943,9owwa,power
3944,qowa,power
3945,9oaw,power
3946,Tbsil,plate
3947,Tabsil,plate
3948,Tebsil,plate
3949,mma3n,dishes
3950,mmwa3n,dishes
3951,mma3en,dishes
3952,clim,air conditioner
3953,laclim,air conditioner
3954,laklim,air conditioner
3955,mochkil,problem
3956,mouchkil,problem
3957,tsalim,handshake
3958,3afia,fire
3959,aafia,fire
3960,l8ja,accent
3961,le8ja,accent
3962,la8ja,accent
3963,ksida,accident
3964,Tyyara,airplane
3965,Teyyara,airplane
3966,faDa2i,alien
3967,moghamara,adventure
3968,naSi7a,advice
3969,atar,effect
3970,2atar,effect
3971,3mr,age
3972,3omor,age
3973,lanTir,antenna
3974,fas,ax
3975,i7sas,feeling
3976,ihsas,feeling
3977,nffakha,balloon
3978,neffakha,balloon
3979,naffa5a,balloon
3980,taSrrof,behavior
3981,taSarrof,behavior
3982,taSarrouf,behavior
3983,SoniT,bell
3984,asasi,basic
3985,a7san,best
3986,ahsan,best
3987,wlada,birth
3988,oulada,birth
3989,mout,death
3990,mawt,death
3991,maout,death
3992,wafat,death
3993,wafaat,death
3994,3idmilad,birthday
3995,3id milad,birthday
3996,3id,feast
3997,7fla,party
3998,7efla,party
3999,hafla,party
4000,3DDa,bite
4001,3aDDa,bite
4002,3eDDa,bite
4003,mlaya,blanket
4004,manTa,blanket
4005,ghTa,coverage
4006,sTl,bucket
4007,sTal,bucket
4008,sTel,bucket
4009,nchoufouk,see you
4010,nchofok,see you
4011,gardkor,bodyguard
4012,gardkour,bodyguard
4013,chaff,boss
4014,chef,boss
4015,9r3a ,bottle
4016,9ar3a,bottle
4017,9er3a,bottle
4018,Sndo9,box
4019,Sandou9,box
4020,Sndou9,box
4021,flouka,boat
4022,floka,boat
4023,smia,first name
4024,smya,first name
4025,smyya,first name
4026,knia,last name
4027,knya,last name
4028,knyya,last name
4029,sabab,cause
4030,tlfaza,television
4031,telfaza,television
4032,talfaza,television
4033,3om9,depth
4034,3oum9,depth
4035,3omq,depth
4036,tghyir,change
4037,taghyir,change
4038,teghyir,change
4039,khTwa,step
4040,khoTwa,step
4041,5Twa,step
4042,Tari9a,method
4043,Tariqa,method
4044,Tri9,way
4045,Triq,way
4046,bidaya,start
4047,ni8aya,end
4048,nihaya,end
4049,9iSSa,story
4050,9isa,story
4051,qissa,story
4052,mnchar,saw
4053,menchar,saw
4054,manchar,saw
4055,Sara7a,truth
4056,mital,example
4057,3alama,mark
4058,bka,cry
4059,mSla7a,interest
4060,meSla7a,interest
4061,maSla7a,interest
4062,safar,travel
4063,bnadm,human
4064,bnadem,human
4065,insan,human
4066,bachar,human being
4067,mDarba,fight
4068,mdabza,fight
4069,mTayfa,fight
4070,Trf,fraction
4071,Tarf,fraction
4072,Terf,fraction
4073,7iT,wall
4074,7ayT,wall
4075,7eT,wall
4076,maw9if,position
4077,mou9if,position
4078,armala,widow
4079,7kma,wisdom
4080,7ikma,wisdom
4081,mtla,proverb
4082,khdma,job
4083,khedma,job
4084,kahdma,job
4085,dakar,male
4086,ounta,female
4087,ri7la,trip
4088,rihla,trip
4089,rmz,symbol
4090,ramz,symbol
4091,remz,symbol
4092,7aala,case
4093,7ala,case
4094,hala,case
4095,sarout,key
4096,sarot,key
4097,vilaj,village
4098,nou3,type
4099,naw3,type
4100,now3,type
4101,9anoun,law
4102,9anon,law
4103,qanon,law
4104,9yma,value
4105,9ima,value
4106,qima,value
4107,m3na,sense
4108,me3na,sense
4109,ma3na,sense
4110,khaTar,danger
4111,5aTar,danger
4112,3skri,soldier
4113,3askri,soldier
4114,3eskri,soldier
4115,skka,rail
4116,sekka,rail
4117,t9lab,search
4118,te9lab,search
4119,taqlab,search
4120,ttiSal,connection
4121,ittiSal,connection
4122,mokalama,call
4123,mokaalama,call
4124,3adow,enemy
4125,3dow,enemy
4126,3do,enemy
4127,dkhan,smoke
4128,dokhan,smoke
4129,d55an,smoke
4130,bokhar,steam
4131,boukhar,steam
4132,bo5ar,steam
4133,masar,path
4134,masaar,path
4135,7lma,dream
4136,7elma,dream
4137,7alma,dream
4138,DDoble,double
4139,Doble,double
4140,mokhyyam,camp
4141,mo5yam,camp
4142,mokhayyam,camp
4143,kamio,truck
4144,camio,truck
4145,iTaj,floor
4146,eTaj,floor
4147,Taj,floor
4148,bab,door
4149,s9f,ceiling
4150,s9ef,ceiling
4151,sa9f,ceiling
4152,STa7,roof
4153,sansour,elevator
4154,sansor,elevator
4155,banko,balcony
4156,balko,balcony
4157,balcon,balcony
4158,kra,rent
4159,frach,furniture
4160,khamia,curtain
4161,5amia,curtain
4162,tilikomond,remote control
4163,telekomond,remote control
4164,BoLa,lamp
4165,DDo,light
4166,Do,light
4167,chm3a,candle
4168,cham3a,candle
4169,chem3a,candle
4170,zrbia,carpet
4171,zerbia,carpet
4172,zarbia,carpet
4173,brika,lighter
4174,chTTaba,broom
4175,cheTTaba,broom
4176,chaTTaba,broom
4177,mkhdda,pillow
4178,mkhadda,pillow
4179,mkhedda,pillow
4180,mraya,mirror
4181,meraya,mirror
4182,maraya,mirror
4183,mchTa,comb
4184,machTa,comb
4185,mechTa,comb
4186,douch,shower
4187,kabina,toilet
4188,papijinik,toilet paper
4189,lavabo,sink
4190,foTa,towel
4191,fouTa,towel
4192,Sabon,soap
4193,Sabona,soap
4194,tllaja,fridge
4195,tellaja,fridge
4196,tallaja,fridge
4197,frran,oven
4198,farran,oven
4199,ferran,oven
4200,mTr9a,hammer
4201,mTar9a,hammer
4202,mTir9a,hammer
4203,msmar,nail
4204,masmar,nail
4205,mesmar,nail
4206,dodan,speed bumps
4207,Srb,sewer
4208,Serb,sewer
4209,Sarb,sewer
4210,z7am,crowdedness
4211,zz7am,crowdedness
4212,rwina,mess
4213,rwena,mess
4214,rouina,mess
4215,zbl,trash
4216,zbel,trash
4217,zbal,trash
4218,rwiDa,wheel
4219,rweDa,wheel
4220,rouiDa,wheel
4221,fran,brake
4222,pirmi,driver s license
4223,ppirmi,driver s license
4224,chifor,driver
4225,chifour,driver
4226,zyara,visit
4227,ziara,visit
4228,dmou3,tears
4229,dmo3,tears
4230,nas,people
4231,nnas,people
4232,nass,people
4233,7ayat,life
4234,hayat,life
4235,mora8i9,teenager
4236,moraa8i9,teenager
4237,chabb,young
4238,chaabb,young
4239,chaab,young
4240,chabab,youth
4241,chabaab,youth
4242,rajl,man
4243,mra,woman
4244,rjal,men
4245,3yalat,women
4246,3ialat,women
4247,twam,twins
4248,twama,twins
4249,3rs,wedding
4250,3ers,wedding
4251,3ars,wedding
4252,Sda9,dowry
4253,Sdaa9,dowry
4254,khaTiba,fiancee
4255,5aTyba,fiancee
4256,5aTiba,fiancee
4257,3rousa,bride
4258,3rosa,bride
4259,Tla9,divorce
4260,Tala9,divorce
4261,Tlaq,divorce
4262,mojtama3,society
4263,7aDara,civilization
4264,haDara,civilization
4265,9bila,tribe
4266,qbila,tribe
4267,9abila,tribe
4268,moraja3a,review
4269,8owia,identity
4270,8owyya,identity
4271,8owya,identity
4272,tSri7,statement
4273,taSri7,statement
4274,teSri7,statement
4275,i3lan,declaration
4276,9arar,decision
4277,qarar,decision
4278,3aryDa,petition
4279,3ariDa,petition
4280,mobaadara,initiative
4281,mobadara,initiative
4282,9tira7,suggestion
4283,i9tira7,suggestion
4284,khoTTa,plan
4285,5oTTa,plan
4286,khtiar,choice
4287,khtyar,choice
4288,ikhtiar,choice
4289,maw9if,position
4290,mou9if,position
4291,mo9if,position
4292,SaDaa9a,friendship
4293,SaDaaqa,friendship
4294,SaDa9a,charity
4295,SaDaqa,charity
4296,moSiba,tragedy
4297,moSyba,tragedy
4298,karita,disaster
4299,kaarita,disaster
4300,mo8imma,mission
4301,kha2in,traitor
4302,khaa2in,traitor
4303,5aa2in,traitor
4304,ir8ab,terrorism
4305,ir8aab,terrorism
4306,Daroura,necessity
4307,Darora,necessity
4308,maw8iba,talent
4309,mo8iba,talent
4310,3o9oba,sanction
4311,3o9ouba,sanction
4312,ra8ina,hostage
4313,imkania,possibility
4314,imkaania,possibility
4315,7timal,probability
4316,i7timal,probability
4317,mr7ala,phase
4318,mer7ala,phase
4319,mar7ala,phase
4320,39lia,mentality
4321,39lya,mentality
4322,khl3a,panic
4323,khel3a,panic
4324,5l3a,panic
4325,miSda9ia,credibility
4326,miSdaa9ia,credibility
4327,miSdaaqia,credibility
4328,som3a,reputation
4329,soum3a,reputation
4330,m3nawiat,morale
4331,m3nawyat,morale
4332,wa3y,awareness
4333,tchwi8,distortion
4334,tchwy8,distortion
4335,mzyya,benefit
4336,mzia,benefit
4337,mzya,benefit
4338,fayda,benefit
4339,fa2ida,benefit
4340,rb7,gain
4341,rbe7,gain
4342,rba7,gain
4343,nf3,utility
4344,nfe3,utility
4345,nfa3,utility
4346,kimmia,quantity
4347,kimmyya,quantity
4348,kimmya,quantity
4349,fkh,trap
4350,f55,trap
4351,fa55,trap
4352,tnsi9,coordination
4353,tansi9,coordination
4354,tnsy9,coordination
4355,nachaaT,activity
4356,Da7yya,victim
4357,Da7ya,victim
4358,motta8am,accused
4359,3ti9al,arrest
4360,3tiqal,arrest
4361,i3ti9al,arrest
4362,3tiraf,confession
4363,i3tiraf,confession
4364,3tiraaf,confession
4365,mo7akama,trial
4366,mo7aakama,trial
4367,mohakama,trial
4368,cha8id,witness
4369,chaa8id,witness
4370,chahid,witness
4371,dalil,proof
4372,dalyl,proof
4373,modnib,guilty
4374,bari2,innocent
4375,bary2,innocent
4376,chfra,theft
4377,chefra,theft
4378,chafra,theft
4379,grisaj,aggression
4380,grissaj,aggression
4381,sr9a,robbery
4382,srqa,robbery
4383,ser9a,robbery
4384,ladrog,drug
4385,ghtiSab,rape
4386,ightiSab,rape
4387,ghtissab,rape
4388,9tila,murder
4389,qtila,murder
4390,rchwa,bribery
4391,rechwa,bribery
4392,rachwa,bribery
4393,7tyal,fraud
4394,7tial,fraud
4395,i7tial,fraud
4396,7okm,sentence
4397,7oukm,sentence
4398,hokm,sentence
4399,i3dam,death penalty
4400,chn9,hanging
4401,chen9,hanging
4402,chan9,hanging
4403,snsla,chain
4404,sensla,chain
4405,selsla,chain
4406,7okoma,government
4407,7okouma,government
4408,hokouma,government
4409,syasa,politics
4410,siasa,politics
4411,siassa,politics
4412,7izb,party
4413,hizb,party
4414,7rrag,illegal immigrant
4415,7errag,illegal immigrant
4416,7arrag,illegal immigrant
4417,mo8ajir,immigrant
4418,sti3mar,colonization
4419,isti3mar,colonization
4420,3omda,mayor
4421,3oumda,mayor
4422,amir,prince
4423,amyr,prince
4424,wfd,delegation
4425,wefd,delegation
4426,wafd,delegation
4427,jm3ia,association
4428,jm3ya,association
4429,jam3ia,association
4430,wizara,ministry
4431,chi3ar,slogan
4432,chi3aar,slogan
4433,ra2y,opinion
4434,nSS,half
4435,neSS,half
4436,naSS,half
4437,fasad,corruption
4438,fassad,corruption
4439,fasaad,corruption
4440,amn,security
4441,salama,safety
4442,salaama,safety
4443,7imaya,protection
4444,mosawat,equality
4445,mosaawaat,equality
4446,mosaawat,equality
4447,sti9lal,independence
4448,isti9lal,independence
4449,syada,sovereignty
4450,siada,sovereignty
4451,3adaala,justice
4452,tasamo7,tolerance
4453,tasaamo7,tolerance
4454,ta3ayouch,coexistence
4455,ta3ayoch,coexistence
4456,7orria,freedom
4457,7orrya,freedom
4458,karama,dignity
4459,karaama,dignity
4460,Damir,conscience
4461,Damyr,conscience
4462,mabda2,principle
4463,mbd2,principle
4464,mbde2,principle
4465,akhla9,morals
4466,a5la9,morals
4467,mi3yar,standard
4468,mi3iar,standard
4469,m3your,insult
4470,m3yor,insult
4471,me3your,insult
4472,Dolm,oppression
4473,9m3,repression
4474,9em3,repression
4475,9am3,repression
4476,tmyiz,discrimination
4477,tamyiz,discrimination
4478,temyiz,discrimination
4479,3onSoria,racism
4480,t3dib,torture
4481,t3dyb,torture
4482,ta3dib,torture
4483,mjzara,massacre
4484,mejzara,massacre
4485,majzara,massacre
4486,mdba7a,massacre
4487,medba7a,massacre
4488,madba7a,massacre
4489,ibada,genocide
4490,ibaada,genocide
4491,da3ara,prostitution
4492,da3aara,prostitution
4493,nggan,harassment
4494,neggan,harassment
4495,noggan,harassment
4496,3oboudia,slavery
4497,3obodia,slavery
4498,n9ilab,coup
4499,in9ilab,coup
4500,Sira3,conflict
4501,Sera3,conflict
4502,Siraa3,conflict
4503,mo9awama,resistance
4504,mo9aawama,resistance
4505,moqawama,resistance
4506,7tilal,occupation
4507,i7tilal,occupation
4508,7tilaal,occupation
4509,sla7,weapon
4510,sif,sword
4511,syf,sword
4512,sayf,sword
4513,8rawa,baton
4514,hrawa,baton
4515,nawawi,nuclear
4516,nnawani,nuclear
4517,9nbola,bomb
4518,9nboula,bomb
4519,9anbola,bomb
4520,tfrgi3,explosion
4521,tfergui3,explosion
4522,tfargi3a,explosion
4523,nti7ar,suicide
4524,inti7ar,suicide
4525,ch8id,martyr
4526,ch8yd,martyr
4527,chahid,martyr
4528,9br,grave
4529,9ber,grave
4530,9bar,grave
4531,dbbaba,tank
4532,debbaba,tank
4533,khasara,loss
4534,khasaara,loss
4535,5asaara,loss
4536,stistlam,surrender
4537,istislam,surrender
4538,stislaam,surrender
4539,7ll,solution
4540,7ell,solution
4541,7all,solution
4542,we9t,time
4543,wa9t,time
4544,w9t,time
4545,khdma,work
4546,khedma,work
4547,3alam,world
4548,Terf,part
4549,Trf,part
4550,ders,course
4551,dars,course
4552,drs,course
4553,system,system
4554,blaSa,place
4555,mjmo3a,group
4556,m3loma,information
4557,ma3loma,information
4558,7a9i9a,fact
4559,flouss,money
4560,flos,money
4561,flous,money
4562,n9Ta,point
4563,no9Ta,point
4564,khdma,business
4565,khedma,business
4566,khadma,business
4567,gharad,business
4568,lil,night
4569,jiha,area
4570,misa7a,area
4571,7aja,thing
4572,haja,thing
4573,3a2ila,family
4574,rass,head
4575,yed,hand
4576,yd,hand
4577,id,hand
4578,tertib,order
4579,niDam,order
4580,jiha,side
4581,Dar,home
4582,TaTawwor,development
4583,tanmia,development
4584,Simana,week
4585,simana,week
4586,dowla,country
4587,majliss,council
4588,sti3mal,use
4589,khidma,service
4590,serbiss,service
4591,me7kama,court
4592,jma3a,lot
4593,boliss,police
4594,formulaire,form
4595,wjh,face
4596,terbia,education
4597,siyassa,policy
4598,ba7t,research
4599,be7t,research
4600,b7t,research
4601,retteb,sort
4602,mekteb,office
4603,mktb,office
4604,jism,body
4605,chakhS,person
4606,se77a,health
4607,si77a,health
4608,oum,mother
4609,om,mother
4610,walida,mother
4611,so2al,question
4612,ce2al,question
4613,mer7ala,period
4614,smia,name
4615,ktab,book
4616,mostawa,level
4617,derri sghir,child
4618,berhouch,child
4619,ta7akkom,control
4620,menDer,view
4621,mnDer,view
4622,mnDr,view
4623,Str,line
4624,mojtama3,community
4625,janoub,south
4626,janob,south
4627,mdina,city
4628,allah,god
4629,ilah,god
4630,reb,god
4631,rb,god
4632,ab,father
4633,2ab,father
4634,walid,father
4635,merkerz,centre
4636,mrkz,centre
4637,merkz,centre
4638,lkheddama,staff
4639,nou3,kind
4640,7araka,action
4641,idara,management
4642,tasyir,management
4643,f3la,act
4644,fe3la,act
4645,fi3l,act
4646,3amalia,process
4647,chamal,north
4648,dalil,evidence
4649,fikra,idea
4650,gharb,west
4651,ghrb,west
4652,gherb,west
4653,da3m,support
4654,la7da,moment
4655,l7da,moment
4656,t9rir,report
4657,ta9rir,report
4658,39el,mind
4659,39l,mind
4660,kanisa,church
4661,sba7,morning
4662,Sina3a,industry
4663,2ard,land
4664,3inaya,care
4665,9arn,century
4666,9ern,century
4667,llour,back
4668,llor,back
4669,tabadol,trade
4670,tbdal,trade
4671,tarikh,history
4672,9raya,study
4673,zen9a,street
4674,zn9a,street
4675,no9ta,rate
4676,n9ta,rate
4677,kelma,word
4678,makla,food
4679,natija,result
4680,akhor,other
4681,ssi,sir
4682,SolTa,authority
4683,dawr,role
4684,dour,role
4685,sabab,reason
4686,taman,price
4687,mdina,town
4688,9ism,class
4689,classe,class
4690,Tabi3a,nature
4691,mawdo3,subject
4692,9ism,department
4693,itti7ad,union
4694,banka,bank
4695,3oDw,member
4696,i7tiyaj,need
4697,sher9,east
4698,shar9,east
4699,shr9,east
4700,tdrib,practice
4701,tadrib,practice
4702,wer9a,paper
4703,kaghit,paper
4704,9a3it,paper
4705,kaght,paper
4706,tmer,date
4707,rendez vous,date
4708,ra9m,figure
4709,mra,wife
4710,ra2is,president
4711,jami3a,university
4712,nadi,club
4713,jawda,quality
4714,jaouda,quality
4715,SoT,voice
4716,SouT,voice
4717,moulay,lord
4718,mer7ala,stage
4719,mar7ala,stage
4720,mr7ala,stage
4721,khashaba,stage
4722,7na,us
4723,maw9if,situation
4724,mo9if,situation
4725,Dariba,tax
4726,intaj,production
4727,massira,march
4728,chher tlata,march
4729,ch8er tlata,march
4730,sekritira,secretary
4731,secritira,secretary
4732,fen,art
4733,fn,art
4734,fnn,art
4735,ch8er khmsa,may
4736,ch8er khamsa,may
4737,ch8er khemsa,may
4738,sbiTar,hospital
4739,ch8er,month
4740,moSi9a,music
4741,taman,cost
4742,2ard fila7ia,field
4743,tiran,field
4744,ja2iza,award
4745,mochkil,issue
4746,ms2ala,issue
4747,mas2ala,issue
4748,mchro3,project
4749,mchrou3,project
